Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
Attrited Customer,65,1,High School,Married,Less than R40K,Blue,47,3,2,1,1759,0,1759
Existing Customer,34,3,College,Divorced,Less than R40K,Blue,27,3,3,2,4274,2517,1757
Existing Customer,55,0,Graduate,Single,R40K - R60K,Blue,35,5,1,3,3735,1978,1757
Existing Customer,70,0,High School,Married,Less than R40K,Blue,56,3,2,3,3252,1495,1757
Attrited Customer,49,4,Graduate,Married,Less than R40K,Blue,38,5,2,4,1757,0,1757
Existing Customer,51,2,Unknown,Single,Less than R40K,Blue,45,5,1,0,1757,0,1757
Existing Customer,57,2,Graduate,Married,Less than R40K,Blue,48,5,2,2,2436,680,1756
Existing Customer,45,3,Graduate,Married,R40K - R60K,Blue,38,3,6,1,4195,2440,1755
Existing Customer,38,2,Graduate,Single,Less than R40K,Blue,28,5,3,4,3311,1556,1755
Existing Customer,41,2,Uneducated,Married,Less than R40K,Blue,36,3,2,2,1755,0,1755
Existing Customer,65,1,College,Married,Less than R40K,Blue,54,3,3,3,2888,1134,1754
Existing Customer,41,4,Uneducated,Single,R40K - R60K,Blue,36,4,3,4,3636,1884,1752
Existing Customer,36,1,Graduate,Married,Less than R40K,Blue,25,5,1,2,2999,1247,1752
Existing Customer,37,2,Uneducated,Single,Less than R40K,Blue,26,4,2,2,2586,835,1751
Attrited Customer,44,2,College,Single,Less than R40K,Blue,34,4,3,3,1751,0,1751
Existing Customer,42,5,High School,Married,R60K - R80K,Blue,36,2,4,3,3275,1525,1750
Existing Customer,55,3,Graduate,Single,R40K - R60K,Blue,37,5,1,2,3187,1437,1750
Existing Customer,42,3,High School,Unknown,Unknown,Blue,34,1,3,1,2798,1049,1749
Attrited Customer,49,0,Doctorate,Unknown,Less than R40K,Blue,37,5,2,3,1749,0,1749
Existing Customer,35,2,Graduate,Married,Less than R40K,Blue,28,6,1,3,4014,2266,1748
Existing Customer,50,3,Post-Graduate,Single,R120K +,Blue,31,4,1,2,3234,1486,1748
Existing Customer,48,3,Unknown,Married,R40K - R60K,Blue,36,1,6,2,2804,1057,1747
Existing Customer,56,2,College,Married,Less than R40K,Blue,36,6,1,2,2781,1035,1746
Existing Customer,47,4,High School,Single,R40K - R60K,Blue,39,3,1,0,1746,0,1746
Existing Customer,57,3,Graduate,Divorced,R40K - R60K,Blue,47,1,3,2,4262,2517,1745
Attrited Customer,48,4,College,Married,Less than R40K,Blue,37,3,2,3,1745,0,1745
Existing Customer,50,2,College,Married,R80K - R120K,Blue,39,6,4,2,3606,1862,1744
Existing Customer,38,2,High School,Single,Less than R40K,Blue,20,4,3,3,2420,676,1744
Existing Customer,38,2,High School,Single,Less than R40K,Blue,28,5,1,3,1744,0,1744
Existing Customer,38,3,College,Married,Less than R40K,Blue,36,1,2,3,3297,1554,1743
Existing Customer,42,2,Unknown,Single,R120K +,Blue,35,2,1,3,3214,1471,1743
Existing Customer,55,2,Uneducated,Married,Less than R40K,Blue,43,6,2,3,2736,993,1743
Existing Customer,49,1,High School,Single,R60K - R80K,Blue,40,6,2,2,3170,1428,1742
Existing Customer,49,2,High School,Married,R40K - R60K,Blue,40,5,3,2,3263,1522,1741
Existing Customer,47,2,Unknown,Single,R80K - R120K,Blue,41,6,1,1,2877,1136,1741
Attrited Customer,55,3,Unknown,Single,Less than R40K,Blue,45,4,3,4,1741,0,1741
Attrited Customer,59,1,Graduate,Single,Less than R40K,Blue,51,1,4,4,4257,2517,1740
Existing Customer,46,2,Doctorate,Married,R120K +,Blue,34,6,3,1,3499,1759,1740
Existing Customer,54,3,High School,Married,R120K +,Blue,43,5,3,2,2884,1144,1740
Existing Customer,54,0,Graduate,Married,Less than R40K,Blue,36,1,2,3,1740,0,1740
Attrited Customer,61,0,Graduate,Single,R40K - R60K,Blue,56,2,5,4,3984,2245,1739
Existing Customer,50,2,High School,Married,Less than R40K,Blue,36,3,1,3,3397,1658,1739
Existing Customer,38,2,Uneducated,Married,Less than R40K,Blue,28,1,1,2,3629,1891,1738
Existing Customer,47,2,College,Married,R40K - R60K,Blue,37,6,3,1,3263,1525,1738
Existing Customer,47,2,Unknown,Unknown,Less than R40K,Blue,36,4,2,2,1738,0,1738
Existing Customer,41,3,Doctorate,Single,Less than R40K,Blue,31,4,2,1,1738,0,1738
Existing Customer,56,1,Graduate,Single,Less than R40K,Blue,38,4,1,3,1737,0,1737
Existing Customer,56,0,Unknown,Married,Less than R40K,Blue,45,5,1,1,1737,0,1737
Existing Customer,47,4,High School,Married,Less than R40K,Blue,36,1,3,1,3216,1480,1736
Attrited Customer,46,1,College,Unknown,Unknown,Blue,35,5,3,3,2197,461,1736
Attrited Customer,36,1,Unknown,Single,Less than R40K,Blue,24,2,1,2,1735,0,1735
Existing Customer,42,4,Uneducated,Single,Less than R40K,Blue,36,6,2,1,1734,0,1734
Attrited Customer,32,0,Unknown,Divorced,Less than R40K,Blue,36,6,3,3,1732,0,1732
Attrited Customer,46,2,Unknown,Single,Less than R40K,Blue,36,6,3,3,1731,0,1731
Attrited Customer,56,2,High School,Single,R40K - R60K,Blue,40,2,6,4,2381,651,1730
Attrited Customer,31,2,Unknown,Unknown,R80K - R120K,Blue,18,2,1,3,4246,2517,1729
Existing Customer,35,2,Post-Graduate,Single,R60K - R80K,Blue,24,2,3,1,3388,1659,1729
Existing Customer,49,2,Unknown,Single,R40K - R60K,Blue,37,5,1,3,2993,1265,1728
Existing Customer,53,1,Uneducated,Married,Less than R40K,Blue,41,4,2,2,2596,868,1728
Attrited Customer,40,3,Doctorate,Married,Less than R40K,Blue,21,5,2,2,1728,0,1728
Existing Customer,54,3,College,Married,R80K - R120K,Blue,45,4,3,0,3380,1655,1725
Existing Customer,50,3,Uneducated,Married,Less than R40K,Blue,34,2,2,2,4060,2336,1724
Existing Customer,44,3,Unknown,Single,Less than R40K,Blue,33,6,2,3,1724,0,1724
Existing Customer,55,2,Graduate,Single,Less than R40K,Blue,42,4,3,3,1724,0,1724
Attrited Customer,54,1,Post-Graduate,Single,Less than R40K,Blue,35,4,3,3,1724,0,1724
Attrited Customer,55,1,Uneducated,Single,R60K - R80K,Blue,48,5,2,2,1723,0,1723
Attrited Customer,53,4,Graduate,Married,Less than R40K,Blue,37,3,2,3,1722,0,1722
Existing Customer,54,0,College,Married,R40K - R60K,Blue,46,6,2,3,2254,533,1721
Existing Customer,53,1,Unknown,Single,R40K - R60K,Blue,45,1,2,1,3234,1514,1720
Attrited Customer,55,2,Graduate,Divorced,Less than R40K,Blue,50,2,6,3,1720,0,1720
Attrited Customer,34,1,Post-Graduate,Single,Less than R40K,Blue,26,3,2,5,2066,347,1719
Existing Customer,54,3,Uneducated,Single,Less than R40K,Blue,49,2,2,2,1719,0,1719
Existing Customer,44,4,Post-Graduate,Married,R60K - R80K,Blue,36,3,2,2,3117,1400,1717
Existing Customer,44,4,Graduate,Married,Less than R40K,Blue,36,4,1,0,1717,0,1717
Attrited Customer,52,1,Uneducated,Single,Less than R40K,Blue,37,5,3,4,1717,0,1717
Existing Customer,33,2,Post-Graduate,Single,R80K - R120K,Blue,24,2,3,2,4178,2463,1715
Existing Customer,42,3,Graduate,Single,R40K - R60K,Blue,33,6,2,3,3376,1661,1715
Existing Customer,39,2,High School,Unknown,R60K - R80K,Blue,32,3,2,2,1715,0,1715
Existing Customer,57,3,Uneducated,Married,Less than R40K,Blue,36,6,2,3,3136,1422,1714
Attrited Customer,53,3,High School,Single,R40K - R60K,Blue,47,1,3,4,1714,0,1714
Existing Customer,44,4,Uneducated,Single,R40K - R60K,Blue,33,4,3,3,1714,0,1714
Existing Customer,44,3,Uneducated,Unknown,Less than R40K,Blue,36,6,2,4,1713,0,1713
Existing Customer,40,1,Uneducated,Divorced,Less than R40K,Blue,25,3,3,1,3758,2047,1711
Existing Customer,42,2,Graduate,Single,R40K - R60K,Blue,28,3,1,3,1711,0,1711
Existing Customer,45,3,Uneducated,Married,Less than R40K,Blue,40,4,1,3,2922,1212,1710
Existing Customer,40,3,Graduate,Single,Less than R40K,Blue,28,6,2,2,1709,0,1709
Attrited Customer,36,2,Graduate,Single,Less than R40K,Blue,36,3,3,3,4225,2517,1708
Existing Customer,36,1,Uneducated,Married,R40K - R60K,Blue,16,5,3,2,3735,2027,1708
Existing Customer,41,1,Uneducated,Married,Less than R40K,Blue,31,2,2,2,2909,1201,1708
Attrited Customer,59,0,Graduate,Married,Less than R40K,Blue,36,2,3,2,1708,0,1708
Existing Customer,56,4,Unknown,Married,Less than R40K,Blue,44,3,3,2,1707,0,1707
Attrited Customer,36,3,College,Married,Less than R40K,Blue,36,2,2,2,1707,0,1707
Existing Customer,53,2,Graduate,Married,Less than R40K,Blue,36,6,1,3,3176,1470,1706
Attrited Customer,43,4,Uneducated,Divorced,Less than R40K,Blue,33,6,3,1,1706,0,1706
Attrited Customer,46,3,Uneducated,Single,Unknown,Blue,35,2,3,3,1706,0,1706
Existing Customer,38,3,Graduate,Single,R40K - R60K,Blue,19,5,2,3,1705,0,1705
Existing Customer,50,1,High School,Married,Less than R40K,Blue,35,2,1,3,3968,2264,1704
Attrited Customer,56,1,College,Married,R60K - R80K,Blue,44,5,3,3,1704,0,1704
Attrited Customer,53,2,Uneducated,Single,R40K - R60K,Blue,47,1,2,3,1699,0,1699
Existing Customer,44,3,Graduate,Married,Less than R40K,Blue,36,3,3,1,1699,0,1699
Existing Customer,48,4,Graduate,Single,Less than R40K,Blue,37,1,1,3,3413,1715,1698
Existing Customer,52,3,Graduate,Married,Less than R40K,Blue,47,4,4,2,2577,879,1698
Attrited Customer,33,2,Unknown,Married,R60K - R80K,Blue,28,6,2,4,1698,0,1698
Existing Customer,56,1,Unknown,Single,Less than R40K,Blue,50,4,4,1,1698,0,1698
Existing Customer,50,2,College,Married,R40K - R60K,Blue,37,6,2,1,3600,1904,1696
Attrited Customer,37,3,Uneducated,Single,R40K - R60K,Blue,36,3,2,4,1696,0,1696
Existing Customer,42,2,Unknown,Single,Less than R40K,Blue,36,5,3,4,1696,0,1696
Attrited Customer,34,2,College,Married,Less than R40K,Blue,36,1,3,2,1696,0,1696
Attrited Customer,40,4,Uneducated,Single,Less than R40K,Blue,24,5,2,1,4212,2517,1695
Existing Customer,55,1,Unknown,Married,R40K - R60K,Blue,43,2,1,2,3391,1696,1695
Attrited Customer,31,1,Unknown,Single,Less than R40K,Blue,20,3,1,2,1695,0,1695
Attrited Customer,42,4,College,Married,R40K - R60K,Blue,34,1,3,2,1695,0,1695
Existing Customer,43,3,Graduate,Unknown,Less than R40K,Blue,37,2,3,3,3461,1767,1694
Attrited Customer,54,2,Doctorate,Single,Less than R40K,Blue,42,3,4,3,1694,0,1694
Existing Customer,27,0,Unknown,Married,R40K - R60K,Blue,14,4,1,4,3823,2130,1693
Existing Customer,60,2,Graduate,Married,Unknown,Blue,54,1,2,2,3356,1664,1692
Existing Customer,50,4,Graduate,Married,R40K - R60K,Blue,38,6,3,3,2845,1153,1692
Existing Customer,49,4,Uneducated,Married,Unknown,Blue,38,4,2,1,2542,850,1692
Existing Customer,42,1,Graduate,Single,Less than R40K,Blue,36,4,3,1,3595,1904,1691
Attrited Customer,35,3,College,Married,R80K - R120K,Blue,27,3,2,3,3575,1884,1691
Attrited Customer,36,2,Post-Graduate,Married,Less than R40K,Blue,25,5,2,3,1691,0,1691
Existing Customer,38,3,Unknown,Unknown,R40K - R60K,Blue,36,6,1,3,3509,1819,1690
Existing Customer,35,3,Graduate,Single,R40K - R60K,Blue,28,5,6,2,3250,1560,1690
Attrited Customer,37,2,Unknown,Single,Less than R40K,Blue,25,3,2,4,1690,0,1690
Existing Customer,50,3,Post-Graduate,Divorced,R40K - R60K,Blue,39,3,2,2,3028,1339,1689
Existing Customer,37,2,Unknown,Single,R60K - R80K,Blue,32,4,1,1,2865,1176,1689
Attrited Customer,44,3,Unknown,Divorced,R40K - R60K,Blue,34,2,3,2,1689,0,1689
Existing Customer,40,5,Graduate,Single,Less than R40K,Blue,29,3,2,4,4205,2517,1688
Existing Customer,53,4,High School,Married,R120K +,Blue,41,6,3,4,3401,1713,1688
Existing Customer,54,2,Doctorate,Married,Less than R40K,Blue,46,3,3,3,3312,1624,1688
Existing Customer,53,1,High School,Married,Less than R40K,Blue,36,3,2,2,1688,0,1688
Attrited Customer,41,4,High School,Single,Less than R40K,Blue,36,6,2,3,4203,2517,1686
Existing Customer,53,1,Graduate,Single,Less than R40K,Blue,45,3,1,2,3471,1785,1686
Existing Customer,45,2,Doctorate,Married,R120K +,Blue,38,4,3,3,1686,0,1686
Existing Customer,54,2,Doctorate,Married,Less than R40K,Blue,35,1,4,2,1685,0,1685
Existing Customer,45,3,Graduate,Divorced,R60K - R80K,Blue,37,4,1,1,3291,1607,1684
Existing Customer,45,3,Unknown,Single,Less than R40K,Blue,36,2,1,0,2326,642,1684
Attrited Customer,44,3,Uneducated,Married,Less than R40K,Blue,36,6,3,3,1684,0,1684
Attrited Customer,64,0,Graduate,Single,Less than R40K,Blue,36,1,3,4,1682,0,1682
Existing Customer,42,3,High School,Married,R80K - R120K,Blue,36,5,4,3,1681,0,1681
Attrited Customer,46,4,College,Married,R60K - R80K,Blue,36,4,2,1,1681,0,1681
Existing Customer,53,1,Graduate,Married,R60K - R80K,Blue,45,6,2,2,3380,1701,1679
Existing Customer,38,0,Uneducated,Single,Less than R40K,Blue,36,4,1,2,1679,0,1679
Attrited Customer,35,3,Graduate,Single,Less than R40K,Blue,31,1,3,4,1678,0,1678
Existing Customer,31,0,College,Married,Less than R40K,Blue,21,5,2,2,1677,0,1677
Attrited Customer,39,2,Graduate,Married,Less than R40K,Blue,29,3,2,2,1677,0,1677
Existing Customer,55,1,Graduate,Married,Less than R40K,Blue,45,4,2,3,1677,0,1677
Attrited Customer,56,4,Graduate,Unknown,Less than R40K,Blue,44,5,3,3,1677,0,1677
Existing Customer,34,2,High School,Single,R40K - R60K,Blue,36,2,3,1,1677,0,1677
Existing Customer,53,3,Graduate,Married,R120K +,Blue,34,6,2,2,2940,1264,1676
Existing Customer,57,3,High School,Married,R120K +,Blue,50,3,3,2,3205,1530,1675
Attrited Customer,39,3,Uneducated,Married,Unknown,Blue,30,6,3,4,3023,1348,1675
Attrited Customer,49,3,Graduate,Single,Less than R40K,Blue,43,6,3,4,1675,0,1675
Existing Customer,26,0,Graduate,Single,R40K - R60K,Blue,13,6,1,2,3290,1616,1674
Attrited Customer,65,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671,0,1671
Existing Customer,65,0,Graduate,Married,Less than R40K,Blue,53,5,3,5,4161,2491,1670
Attrited Customer,48,3,High School,Married,Less than R40K,Blue,43,3,3,3,1670,0,1670
Existing Customer,65,0,Post-Graduate,Married,Less than R40K,Blue,56,5,3,2,3549,1880,1669
Existing Customer,43,2,College,Married,R80K - R120K,Blue,24,6,1,4,1669,0,1669
Existing Customer,34,3,High School,Married,R80K - R120K,Blue,23,5,1,4,4185,2517,1668
Existing Customer,38,3,Uneducated,Married,R60K - R80K,Blue,18,6,3,4,3417,1749,1668
Existing Customer,40,2,Unknown,Married,R60K - R80K,Blue,34,6,3,0,3269,1601,1668
Existing Customer,31,1,Unknown,Single,R40K - R60K,Blue,20,1,2,3,3232,1564,1668
Existing Customer,35,3,Graduate,Married,Less than R40K,Blue,21,3,1,1,2272,604,1668
Existing Customer,45,3,High School,Married,Less than R40K,Blue,33,1,2,3,4174,2507,1667
Existing Customer,48,3,Graduate,Married,Less than R40K,Blue,36,3,2,2,1667,0,1667
Existing Customer,38,2,Uneducated,Single,Less than R40K,Blue,29,3,3,2,3590,1924,1666
Existing Customer,35,0,Unknown,Married,R120K +,Blue,36,5,2,1,3176,1510,1666
Existing Customer,46,2,Unknown,Unknown,R120K +,Blue,37,3,2,4,3132,1466,1666
Attrited Customer,47,3,Graduate,Married,Less than R40K,Blue,35,4,3,2,1666,0,1666
Attrited Customer,34,2,Graduate,Single,Less than R40K,Blue,36,1,2,3,1666,0,1666
Attrited Customer,59,1,High School,Single,R40K - R60K,Blue,36,5,3,3,1665,0,1665
Existing Customer,33,3,High School,Married,Less than R40K,Blue,21,2,1,3,2831,1167,1664
Existing Customer,45,3,Graduate,Single,R60K - R80K,Blue,38,1,3,3,3243,1580,1663
Existing Customer,37,3,Graduate,Married,R80K - R120K,Blue,18,5,3,2,1663,0,1663
Existing Customer,52,1,Doctorate,Married,Less than R40K,Blue,39,3,1,1,1663,0,1663
Existing Customer,47,2,Unknown,Single,Less than R40K,Blue,32,6,1,3,2493,831,1662
Existing Customer,59,0,Graduate,Married,Less than R40K,Blue,48,3,3,4,1661,0,1661
Attrited Customer,41,2,High School,Single,Less than R40K,Blue,34,1,3,4,1661,0,1661
Existing Customer,32,2,Uneducated,Single,Unknown,Blue,25,3,2,1,3193,1533,1660
Existing Customer,40,5,Post-Graduate,Single,R60K - R80K,Blue,30,3,2,2,1659,0,1659
Existing Customer,43,3,Uneducated,Married,Less than R40K,Blue,39,4,1,2,4175,2517,1658
Existing Customer,45,5,Graduate,Married,Less than R40K,Blue,39,5,3,2,2867,1209,1658
Existing Customer,57,2,Graduate,Married,R40K - R60K,Blue,49,5,1,2,3377,1720,1657
Existing Customer,53,3,Unknown,Married,Less than R40K,Blue,48,5,1,2,1657,0,1657
Attrited Customer,50,1,Graduate,Divorced,R120K +,Blue,42,1,3,2,1656,0,1656
Existing Customer,54,3,Graduate,Married,R40K - R60K,Blue,44,3,3,3,1655,0,1655
Attrited Customer,41,4,Graduate,Married,Less than R40K,Blue,36,6,2,2,1655,0,1655
Attrited Customer,41,3,Unknown,Married,Less than R40K,Blue,30,5,3,3,1654,0,1654
Existing Customer,48,3,High School,Single,R40K - R60K,Blue,42,6,1,1,3743,2090,1653
Attrited Customer,37,3,High School,Single,Less than R40K,Blue,29,3,3,3,1653,0,1653
Existing Customer,60,1,Graduate,Divorced,Less than R40K,Blue,53,5,5,3,2903,1251,1652
Existing Customer,47,4,Unknown,Divorced,R40K - R60K,Blue,34,6,1,2,3502,1851,1651
Existing Customer,26,1,Unknown,Single,Less than R40K,Blue,13,6,2,3,2479,828,1651
Existing Customer,47,5,College,Single,R80K - R120K,Blue,41,1,1,3,3429,1779,1650
Existing Customer,40,3,High School,Unknown,R60K - R80K,Blue,36,4,2,1,3624,1975,1649
Existing Customer,46,3,High School,Married,R40K - R60K,Blue,34,2,3,2,3336,1687,1649
Attrited Customer,37,2,Uneducated,Single,Unknown,Blue,24,2,2,3,1649,0,1649
Attrited Customer,35,1,Graduate,Single,Less than R40K,Blue,30,2,2,2,1649,0,1649
Existing Customer,50,2,College,Divorced,Less than R40K,Blue,36,3,2,3,3462,1817,1645
Existing Customer,37,2,Graduate,Single,R40K - R60K,Blue,24,4,3,1,3375,1730,1645
Existing Customer,48,3,Uneducated,Single,Unknown,Blue,40,3,4,4,2827,1182,1645
Existing Customer,50,2,Uneducated,Single,R80K - R120K,Blue,42,3,3,4,1645,0,1645
Attrited Customer,38,2,Graduate,Single,Unknown,Blue,24,3,2,3,2214,570,1644
Attrited Customer,30,1,Uneducated,Divorced,Less than R40K,Blue,19,6,1,2,1644,0,1644
Existing Customer,49,2,Post-Graduate,Married,Less than R40K,Blue,44,4,4,2,1644,0,1644
Attrited Customer,44,3,Unknown,Single,R40K - R60K,Blue,38,5,2,2,1643,0,1643
Existing Customer,56,1,Uneducated,Unknown,R40K - R60K,Blue,46,4,3,3,2929,1287,1642
Existing Customer,49,4,Unknown,Single,Less than R40K,Blue,29,1,3,2,3919,2278,1641
Attrited Customer,48,2,High School,Single,R60K - R80K,Blue,36,4,3,1,1641,0,1641
Existing Customer,43,2,High School,Married,Less than R40K,Blue,36,5,1,3,3761,2121,1640
Existing Customer,33,1,Unknown,Married,R60K - R80K,Blue,22,3,3,0,3637,1998,1639
Existing Customer,61,0,Graduate,Married,R60K - R80K,Blue,49,4,3,4,3352,1713,1639
Existing Customer,44,1,Unknown,Single,Less than R40K,Blue,36,3,3,2,2936,1297,1639
Existing Customer,44,2,Unknown,Married,Less than R40K,Blue,33,5,3,2,2337,698,1639
Attrited Customer,41,3,High School,Unknown,R40K - R60K,Blue,33,4,3,4,1639,0,1639
Existing Customer,54,0,College,Married,Less than R40K,Blue,40,3,1,2,1638,0,1638
Existing Customer,59,0,Graduate,Single,R40K - R60K,Blue,48,4,2,2,1638,0,1638
Attrited Customer,54,2,Post-Graduate,Married,Less than R40K,Blue,48,3,6,3,1638,0,1638
Attrited Customer,36,3,High School,Married,Less than R40K,Blue,36,3,3,3,2977,1340,1637
Existing Customer,39,1,Unknown,Married,R40K - R60K,Blue,36,3,1,1,1637,0,1637
Attrited Customer,47,5,High School,Single,Less than R40K,Blue,36,2,3,2,1636,0,1636
Existing Customer,39,1,Graduate,Married,R40K - R60K,Blue,30,6,1,2,2909,1274,1635
Existing Customer,42,4,College,Single,Less than R40K,Blue,36,2,3,2,4150,2517,1633
Existing Customer,52,1,Uneducated,Single,Less than R40K,Blue,45,5,2,3,1633,0,1633
Attrited Customer,56,3,Unknown,Single,Less than R40K,Blue,39,1,3,4,1632,0,1632
Existing Customer,34,2,College,Married,R80K - R120K,Blue,22,4,2,4,1631,0,1631
Existing Customer,33,2,High School,Married,R80K - R120K,Blue,23,6,2,2,1630,0,1630
Existing Customer,50,1,Graduate,Married,Less than R40K,Blue,35,5,2,2,3510,1881,1629
Existing Customer,57,4,Graduate,Married,R80K - R120K,Blue,49,4,2,4,3038,1410,1628
Existing Customer,51,0,Doctorate,Single,R40K - R60K,Blue,36,3,2,1,2637,1009,1628
Attrited Customer,38,2,Unknown,Married,R40K - R60K,Blue,28,6,2,2,1628,0,1628
Existing Customer,50,0,Uneducated,Married,R60K - R80K,Blue,36,4,3,3,2334,707,1627
Existing Customer,41,3,Graduate,Married,Less than R40K,Blue,36,6,6,4,2873,1247,1626
Existing Customer,40,3,Graduate,Married,R60K - R80K,Blue,36,4,4,4,2223,597,1626
Existing Customer,47,1,Graduate,Married,R40K - R60K,Blue,42,3,2,1,1626,0,1626
Existing Customer,54,3,Uneducated,Married,R40K - R60K,Blue,49,3,1,3,1626,0,1626
Attrited Customer,44,1,Graduate,Single,R40K - R60K,Blue,38,3,2,5,4142,2517,1625
Attrited Customer,53,3,Graduate,Single,R40K - R60K,Blue,40,6,3,2,1625,0,1625
Existing Customer,46,3,College,Single,Less than R40K,Blue,41,1,3,2,2485,861,1624
Attrited Customer,28,1,Graduate,Single,Less than R40K,Blue,36,4,2,5,1624,0,1624
Existing Customer,45,1,Uneducated,Single,R120K +,Blue,39,4,2,2,3133,1510,1623
Existing Customer,41,4,High School,Single,R60K - R80K,Blue,28,4,3,3,3126,1503,1623
Existing Customer,52,2,High School,Married,R120K +,Blue,36,5,1,2,2981,1358,1623
Existing Customer,39,1,Graduate,Married,R60K - R80K,Blue,31,4,1,1,2536,913,1623
Existing Customer,56,3,Uneducated,Single,R60K - R80K,Blue,49,3,3,3,1623,0,1623
Attrited Customer,31,1,Graduate,Divorced,Unknown,Blue,22,2,2,3,1623,0,1623
Existing Customer,45,2,Graduate,Married,R40K - R60K,Blue,36,2,1,3,3735,2113,1622
Existing Customer,42,2,Uneducated,Married,R40K - R60K,Blue,29,1,2,2,1622,0,1622
Attrited Customer,51,3,Graduate,Married,Less than R40K,Blue,46,1,4,3,2016,395,1621
Existing Customer,44,3,Graduate,Married,Less than R40K,Blue,33,3,2,2,1621,0,1621
Existing Customer,39,3,High School,Single,Less than R40K,Blue,33,2,1,2,1621,0,1621
Existing Customer,50,3,High School,Married,R40K - R60K,Blue,40,1,3,3,3367,1747,1620
Existing Customer,43,4,Graduate,Married,Less than R40K,Blue,34,2,3,1,1620,0,1620
Existing Customer,51,4,Unknown,Married,Less than R40K,Blue,39,2,3,1,2268,651,1617
Existing Customer,43,1,High School,Married,R40K - R60K,Blue,25,6,3,3,1616,0,1616
Existing Customer,51,0,Doctorate,Single,Less than R40K,Blue,38,2,2,2,4132,2517,1615
